
Symbol table '.symtab' contains 200 entries:
   Num:    Value          Size Type    Bind   Vis       Ndx Name
   150: 0000000091b4a83a     0 NOTYPE  WEAK   DEFAULT   ABS __kcfi_typeid_delayed_work_timer_fn
   151: 0000000000000004    48 FUNC    GLOBAL DEFAULT     9 sh_fg_get_soc
   152: 0000000000000038    48 FUNC    GLOBAL DEFAULT     9 sh_fg_get_vbat
   153: 000000000000006c    48 FUNC    GLOBAL DEFAULT     9 sh_fg_get_ibat
   154: 00000000000000a0    48 FUNC    GLOBAL DEFAULT     9 sh_fg_get_tbat
   155: 00000000000000d4    96 FUNC    GLOBAL DEFAULT     9 hal_fg_init
   156: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND __stack_chk_fail
   157: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND mutex_lock
   158: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND i2c_smbus_write_word_data
   159: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND msleep
   160: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND __const_udelay
   161: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND i2c_smbus_read_word_data
   162: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND mutex_unlock
   163: 0000000000000270  1160 FUNC    GLOBAL DEFAULT     9 file_decode_process
   164: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND strcmp
   165: 0000000000000035  2142 OBJECT  GLOBAL DEFAULT    15 sinofs_afi_data
   166: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND i2c_transfer
   167: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND memcpy
   168: 0000000000000004    68 FUNC    GLOBAL DEFAULT    11 init_module
   169: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND yft_fuelgauge_device_add
   170: 0000000000000000  1088 OBJECT  GLOBAL DEFAULT    29 __this_module
   171: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND i2c_register_driver
   172: 0000000000000004    36 FUNC    GLOBAL DEFAULT    13 cleanup_module
   173: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND i2c_del_driver
   174: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND devm_kmalloc
   175: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND __mutex_init
   176: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND __class_create
   177: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND class_create_file_ns
   178: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND strncpy
   179: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND fuelgauge_fw_version
   180: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND snprintf
   181: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND delayed_work_timer_fn
   182: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND init_timer_key
   183: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND system_wq
   184: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND queue_delayed_work_on
   185: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND yft_set_fuelgauge_device_used
   186: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND devm_power_supply_register
   187: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND _printk
   188: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND power_supply_get_by_name
   189: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND power_supply_get_property
   190: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND of_find_node_opts_by_path
   191: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND of_get_property
   192: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND power_supply_get_drvdata
   193: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND sprintf
   194: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND simple_strtoul
   195: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND sscanf
   196: 0000000000000000     8 OBJECT  GLOBAL DEFAULT    17 device2str
   197: 000000000000020c     1 OBJECT  GLOBAL DEFAULT    19 fg_sh366003_log
   198: 0000000000000898   400 OBJECT  GLOBAL DEFAULT    15 __mod_of__sh_fg_match_table_device_table
   199: 0000000000000a28    64 OBJECT  GLOBAL DEFAULT    15 __mod_i2c__sh_fg_id_device_table
