
Symbol table '.symtab' contains 196 entries:
   Num:    Value          Size Type    Bind   Vis       Ndx Name
   147: 0000000000000000     0 SECTION LOCAL  DEFAULT    30 .gnu.linkonce.this_module
   148: 0000000000000000     0 SECTION LOCAL  DEFAULT    32 __versions
   149: 0000000000000000     0 SECTION LOCAL  DEFAULT    25 .rodata.str1.1
   150: 0000000000000000     0 SECTION LOCAL  DEFAULT    26 .comment
   151: 0000000000000004    44 FUNC    GLOBAL DEFAULT    11 init_module
   152: 0000000000000000  1088 OBJECT  GLOBAL DEFAULT    30 __this_module
   153: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND i2c_register_driver
   154: 0000000000000004    36 FUNC    GLOBAL DEFAULT    13 cleanup_module
   155: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND i2c_del_driver
   156: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND _dev_err
   157: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND devm_kmalloc
   158: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND __devm_regmap_init_i2c
   159: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND devm_regmap_field_alloc
   160: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND regmap_field_read
   161: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND devm_kfree
   162: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND sprintf
   163: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND device_create_file
   164: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND of_match_node
   165: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND power_supply_unregister
   166: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND charger_device_register
   167: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND _printk
   168: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND __class_create
   169: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND class_create_file_ns
   170: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND __stack_chk_fail
   171: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND _dev_info
   172: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND regmap_field_update_bits_base
   173: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND of_property_read_variable_u32_array
   174: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND of_get_named_gpio_flags
   175: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND of_property_read_string
