name	stock_section	rebuild_section	stock_size	rebuild_size	stock_kcfi	rebuild_kcfi	stock_hash	rebuild_hash	stock_external_calls	rebuild_external_calls	stock_internal_calls	rebuild_internal_calls	stock_immediates	rebuild_immediates	stock_cfg	rebuild_cfg	byte_identity	residual_explanation
hyn_tprwreg_store	.text	.text	512	372	0x95a8ba07	0x95a8ba07	c65429d2a546bc9a93d5c6ffe1211603a98963804f397617635dbccaf56eaf5a	16c1bd74012da8964f4f271b259da8498413dfbd7535cef1d47ca24727ed62db	__stack_chk_fail;_printk;memcpy;mutex_lock;mutex_unlock	__stack_chk_fail;memcpy;mutex_lock;mutex_unlock	cst3xx_firmware_info;cst3xx_i2c_write;hyn_boot_update_fw;hyn_irq_disable;hyn_irq_enable;hyn_reset_proc	cst3xx_firmware_info;cst3xx_i2c_write;hyn_boot_update_fw;hyn_irq_disable;hyn_irq_enable;hyn_reset_proc	0x0;0x1;0x2;0x3;0x4;0x8;0x9;0xa;0x10;0x20;0x30;0x31;0x40;0x50;0xb6;0xfc;0xff;0x1c8;0x638	0x0;0x1;0x2;0x3;0x4;0x5;0x8;0x9;0xa;0x10;0x20;0x30;0x31;0x40;0x50;0x60;0xab;0x638	cond=0;jmp=0;call=11;ret=1	cond=0;jmp=0;call=10;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_fwupgradeapp_show	.text	.text	8	8	0xdf43c25c	0xdf43c25c	e396875767c39b6fddf6e112dfc7833396eb4277b0ba2696f448a85c3d3fbc71	e396875767c39b6fddf6e112dfc7833396eb4277b0ba2696f448a85c3d3fbc71	-	-	-	-	-	-	cond=0;jmp=0;call=0;ret=1	cond=0;jmp=0;call=0;ret=1	YES	NONE
hyn_fwupgradeapp_store	.text	.text	360	184	0x95a8ba07	0x95a8ba07	a9c3a457795fc420c0cd48178ff9439873ecdf30f7589ca1d8ba500da83f17cb	dd104e4852a4986c5bd96c6fd30acb995c4a2a4627e55d20119302fb2223db34	__kmalloc;__stack_chk_fail;_printk;mutex_lock;mutex_unlock;sprintf	__kmalloc;__stack_chk_fail;kfree;mutex_lock;mutex_unlock;sprintf	-	-	0x0;0x1;0x4;0x8;0x18;0x28;0x38;0x48;0x58;0x68;0x78;0x88;0x98;0xa8;0xb8;0xc8;0xd8;0xe8;0xf8;0xfc;0x100;0x110;0x120;0x130;0x140;0x1b8;0x638;0xdc0;0x5512	0x0;0x8;0x60;0xb8;0x110;0x120;0x130;0x140;0x638;0xcc0	cond=0;jmp=0;call=6;ret=1	cond=0;jmp=0;call=6;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyntpfactorytest_show	.text	.text	40	8	0xdf43c25c	0xdf43c25c	7acf28d3a91a9301413f3a77c17648227d22d3f375fcaa81fe29f325cf2b0088	ed86e0b2911b6a4e9edfa1a48e9544ba115299466a1992e2370619d8ce8e29fc	_printk	-	-	-	0x0;0x10	-	cond=0;jmp=0;call=1;ret=1	cond=0;jmp=0;call=0;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyntpfactorytest_store	.text	.text	52	8	0x95a8ba07	0x95a8ba07	aa27161f075d78125c8f97c82f10344b1d5e1717d85e875b6c2ec0d8b384bffa	cdcef4c0228985dcfa483da914c81928ca0e30929ccd008e381016f068c06962	_printk	-	-	-	0x0;0x10;0x20	-	cond=0;jmp=0;call=1;ret=1	cond=0;jmp=0;call=0;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
cst3xx_firmware_info	.text	.text	784	28	0xcc836375	0xcc836375	8e43791af78fc7c7458b9b88d43f05c7710b2134b15624ed0d47359e6cd20faa	2672bfb1a7b2ba657758b278e3fa875ff35bb71ac4e11633c9dc7ed2db628b59	__const_udelay;__stack_chk_fail;_printk	-	cst3xx_i2c_read_register;cst3xx_i2c_write	cst8xx_firmware_info	0x0;0x1;0x2;0x4;0x8;0xa;0x10;0x1f;0x20;0x30;0x40;0x41;0x50;0x83;0x147;0x188;0x190;0x194;0x196;0x198;0x19c;0x19e;0x1a4;0x1d1;0x4d2;0x638;0x8d2;0x948;0x9d1;0x12b0;0x47d0;0x8958;0xa5a5;0xaeb8;0xcaca;0xfcd1	0x10	cond=0;jmp=0;call=5;ret=1	cond=0;jmp=0;call=1;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
cst8xx_firmware_info	.text	.text	352	172	0xcc836375	0xcc836375	b16bc59bb940a1075da7ef0ea33fb7a08c325c09bb1bd58e2795bf15a485cb56	f870d359f922994ff4486a07deef7ae23300835bc768a137a41c4abc04fe70a9	__stack_chk_fail;_dev_err;_printk;msleep;sprintf	__stack_chk_fail;sprintf	hyn_i2c_read	hyn_i2c_read	0x0;0x1;0x6;0x8;0xc;0xd;0xe;0xf;0x10;0x1f;0x20;0x30;0x40;0x50;0x60;0x64;0xa6;0x188;0x198;0x19c;0x19e;0x638;0x9b5	0x0;0x1;0x6;0xc;0x10;0x11;0x12;0x13;0x14;0x1f;0x20;0x30;0x96;0x98;0x9a;0x9c;0xa6;0x638	cond=0;jmp=0;call=6;ret=1	cond=0;jmp=0;call=3;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_firmware_info	.text	.text	144	28	0xcc836375	0xcc836375	47e7ff7944d0d3ba3781657293b9d32c3c4be2d9ca5cfebff60f0dad41e77305	2672bfb1a7b2ba657758b278e3fa875ff35bb71ac4e11633c9dc7ed2db628b59	_printk	-	cst3xx_firmware_info;cst8xx_firmware_info	cst8xx_firmware_info	0x0;0x1;0x2;0x10;0x20;0x1a8;0x9c7	0x10	cond=0;jmp=0;call=3;ret=1	cond=0;jmp=0;call=1;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_boot_update_fw	.text	.text	1492	188	0xcc836375	0xcc836375	251a296cc7b7e004b6dd21a30f2e3a39c960834f02e34eee2ce5951f9f6add22	60723422b86eeb03a2e5d85f0b52ccf6166cfd3dc8a8c8d9d92ce77fc2d68bbb	_printk	-	cst8xx_firmware_info;hyn_irq_disable;hyn_irq_enable	cst8xx_firmware_info;hyn_irq_disable;hyn_irq_enable	0x0;0x1;0x2;0x3;0x4;0x5;0x6;0x7;0x8;0x9;0xa;0x10;0x16;0x18;0x1f;0x20;0x30;0x40;0xb6;0xda;0xe8;0xf0;0x188;0x194;0x19c;0x1a4;0x1a6;0x1a8;0x1b0;0x1b8;0x1c0;0x1c8;0x2bc;0x320;0x972;0xa5f;0x5512	0x0;0x1;0x10;0x1f;0x20;0xab;0xb0;0xb8	cond=0;jmp=0;call=4;ret=1	cond=0;jmp=0;call=3;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_find_fw_idx	.text	.text	332	68	N/A_LOCAL_DIRECT_ONLY	N/A_LOCAL_DIRECT_ONLY	2d8b30e7fa84fb98099989c6705b829445c426ad241f9ea20f541cf75105c1a8	556d02cbcf6a011631d51cbf6ab7a41fa22ad55c4d24b9b2796da980c20a9215	_printk	-	-	-	0x0;0x1;0xa;0x10;0x18;0x20;0x30;0xff;0x188;0x19c;0x19e;0x1a4;0x972	0x0;0x2;0x94;0x96;0xb5;0xff	cond=0;jmp=0;call=1;ret=1	cond=0;jmp=0;call=0;ret=2	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_detect_bootloader	.text	.text	1952	236	0xcc836375	0xcc836375	fd7ee96eae5ce59eb85f7d4bf2532ba2010a0d48375eb111a906edd83ec44a8b	5c29482ac98cc1b8c60ad3fc543f1cd05d17cb61fb33ba580900942808b2d192	__const_udelay;__stack_chk_fail;_printk	__stack_chk_fail;msleep	cst3xx_i2c_read_register;cst3xx_i2c_write;hyn_i2c_read_bytes;hyn_i2c_write_bytes;hyn_reset_proc	hyn_i2c_read_bytes;hyn_i2c_write_bytes;hyn_reset_proc	0x0;0x1;0x2;0x3;0x4;0x6;0x7;0x8;0xa;0xc;0x10;0x11;0x1f;0x20;0x28;0x30;0x40;0x41;0x50;0x55;0x60;0x64;0x65;0x83;0xaa;0xab;0xac;0xc1;0xc8;0xc9;0x12b;0x12c;0x12d;0x147;0x1a0;0x1a2;0x1a3;0x1a6;0x1d0;0x284;0x2a0;0x2b3;0x2b4;0x2bc;0x320;0x3a0;0x638;0xa69;0xa93;0xace;0xaf9;0xb20;0xb4c;0xb78;0xba3;0x10d1;0x11d1;0x12b0;0x8958;0xa001;0xa003;0xaeb8	0x1;0x2;0x4;0x5;0x8;0xa;0x10;0x15;0x1f;0x20;0x28;0x30;0x40;0x55;0xaa;0x638;0xa001;0xa003	cond=0;jmp=0;call=8;ret=1	cond=0;jmp=0;call=5;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_create_gesture_sysfs	.text	.text	160	52	0xcc836375	0xcc836375	19f39e853996a7c8d65d8bb319b6d8df3b82683b2494e978dc6ff9945c21fab3	933a047f8143462a39c74ae41485bf3fe60e2065461c113853611253c51a643f	_printk;sysfs_create_group;sysfs_remove_group	sysfs_create_group	-	-	0x0;0x10;0x20;0xfd;0x1d0	0x0;0x10;0x58	cond=0;jmp=0;call=3;ret=1	cond=0;jmp=0;call=1;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_gesture_recovery	.text	.text	200	44	0x8effdd6d	0x8effdd6d	ea0f3d62356bc6e99c81ed9d631adc247e2a57bc563ecb57005f602790edaa6b	6a609df84e253ad10201a8ac3a004eee8d45157ecb558fad3419217a23aa8e2b	__stack_chk_fail;_printk	-	cst3xx_i2c_write	hyn_gesture_suspend	0x0;0x1;0x3;0x4;0x6;0x8;0x10;0x20;0x30;0x80;0x119;0x1a8;0x638;0x4cd0	0x1;0x10	cond=0;jmp=0;call=3;ret=1	cond=0;jmp=0;call=1;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_gesture_readdata	.text	.text	460	288	0x36b1c5a6	0x36b1c5a6	655cbdc39c1bbdf336f6814b225609675d8b2d1bce63c29a858ecf8a2abd0e5b	14c97e8324044db8e7b8da45d62ab3fc7e786bed5ef1a15f10eca1f48271740c	__stack_chk_fail;_printk;memset	__stack_chk_fail	cst3xx_i2c_read_register;hyn_i2c_read	hyn_i2c_read;hyn_i2c_read_byte	0x0;0x1;0x2;0x8;0xa;0xc;0x10;0x16;0x17;0x18;0x19;0x1f;0x20;0x30;0x7f;0x1a8;0x1d6;0x1fe;0x3fc;0x404;0x410;0x638;0x4cd0	0x1;0x4;0x8;0xc;0x10;0x11;0x12;0x13;0x1f;0x20;0x30;0x40;0xd3;0xec;0x638	cond=0;jmp=0;call=5;ret=1	cond=0;jmp=0;call=3;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_check_gesture	.text	.text	264	284	N/A_LOCAL_DIRECT_ONLY	N/A_LOCAL_DIRECT_ONLY	b80dc9f91041f058b59866e85982b8409d5ee3d174442360ff1a866e9331941d	0dbb21da7bc13f33f8d746904601ce60e16cdfbb89b6dd76a368a1b674886304	_printk;input_event	input_event	-	-	0x0;0x1;0xb;0x10;0x20;0x30;0x58;0x186	0x0;0x1;0x10;0x11;0x12;0x18;0x1f;0x20;0x2c;0x2e;0x2f;0x32;0x45;0x67;0x69;0x6a;0x6c;0x74;0xcc;0xe5	cond=0;jmp=0;call=2;ret=1	cond=0;jmp=0;call=1;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_irq_gesture_mode	.text	.text	80	52	0xa540670c	0xa540670c	d6eae95b64b770a7ec4f626c4f26e8efce87d3e5961bada9cdc43f6c7e8ec0b6	7638e3580f6c174ca8e78ca2e9753ad8f7ac075bf6f5775c8d50f8def4f383c9	_printk;irq_set_irq_type	irq_set_irq_type	hyn_irq_disable;hyn_irq_enable	hyn_irq_disable;hyn_irq_enable	0x0;0x8;0x10;0x1f;0x3b4;0x4002	0x10;0x90;0x4002	cond=0;jmp=0;call=4;ret=1	cond=0;jmp=0;call=3;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_irq_normal_mode	.text	.text	80	56	0xa540670c	0xa540670c	507844a07519c3f67823a2537a420160f53315713d9e182242ce4feb893f6fda	f9a59bf85118d34b295a4fbeeb104eb09315fd6918e129133b05a609683e6ce9	_printk;irq_set_irq_type	irq_set_irq_type	hyn_irq_disable;hyn_irq_enable	hyn_irq_disable;hyn_irq_enable	0x0;0x4;0x10;0x1f;0x3b4	0x10;0x18;0x90	cond=0;jmp=0;call=4;ret=1	cond=0;jmp=0;call=3;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_gesture_suspend	.text	.text	1012	352	0x36b1c5a6	0x36b1c5a6	12d68569f954ebc5d7a78893d2d72eb730b5ebde9379fde35cca8313fce9a9d8	85aa23548c6bc83a1a632cdb33213e60a501741cee55df5f2cb8810fbead4d08	__stack_chk_fail;_printk;irq_set_irq_type;msleep	__stack_chk_fail;msleep	cst3xx_i2c_read_register;cst3xx_i2c_write;hyn_i2c_read_byte;hyn_i2c_write_byte;hyn_irq_disable;hyn_irq_enable	hyn_i2c_read_byte;hyn_i2c_write_byte;hyn_irq_gesture_mode	0x0;0x1;0x2;0x3;0x4;0x6;0x8;0xa;0x10;0x1f;0x20;0x30;0x40;0x80;0xe5;0xec;0x1a8;0x267;0x3b4;0x638;0x4002;0x4cd0	0x1;0x4;0x8;0xa;0x10;0x20;0x30;0xec;0x638	cond=0;jmp=0;call=10;ret=1	cond=0;jmp=0;call=5;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_gesture_resume	.text	.text	280	104	0x36b1c5a6	0x36b1c5a6	b1d9ee7b1bd18f8f65b3715aabda28af7f189a06ad46c1eb2986b6d259a305e0	bf20eb595cfd969b2212410b392fd0cc4c0de4c505f18ec60e83bb794554a145	__stack_chk_fail;_printk;irq_set_irq_type	-	cst3xx_i2c_write;hyn_irq_disable;hyn_irq_enable	hyn_i2c_write_byte;hyn_irq_normal_mode	0x0;0x1;0x2;0x3;0x4;0x6;0x8;0x10;0x1f;0x20;0x30;0x1a8;0x279;0x28f;0x3b4;0x638;0x4cd0	0x1;0x10;0xec	cond=0;jmp=0;call=6;ret=1	cond=0;jmp=0;call=2;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_gesture_init	.text	.text	508	256	0xe7343cee	0xe7343cee	1585016fab6a419ec2d9e455805577bfe261fae622a24450dc68d8441541b773	8421326cbaab307cf510a6d20342ed5c37f8ae9a9e165faddd02a376cb3c36e9	_printk;input_set_capability;sysfs_create_group;sysfs_remove_group	input_set_capability	-	hyn_create_gesture_sysfs	0x0;0x1;0x4;0x10;0x11;0x12;0x16;0x18;0x1f;0x20;0x26;0x2c;0x2e;0x2f;0x30;0x32;0x58;0x67;0x69;0x6a;0x6c;0x74;0xfd;0x1d0;0x2c5;0x1680;0xd040	0x1;0x10;0x11;0x12;0x18;0x1f;0x20;0x2c;0x2e;0x2f;0x32;0x67;0x69;0x6a;0x6c;0x74	cond=0;jmp=0;call=4;ret=1	cond=0;jmp=0;call=2;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_gesture_exit	.text	.text	108	60	0x36b1c5a6	0x36b1c5a6	a07934b7bff9adab9acbe60f8a26d1d3921162c2ed175665d11ee38625b2b35d	a236c86f173c2ae1e8d6d8500096be220425a7d5d4c713cf1b97eefe780ab3f0	_printk;sysfs_remove_group	sysfs_remove_group	-	-	0x0;0x10;0x1d0;0x2d5	0x0;0x10;0x58	cond=0;jmp=0;call=2;ret=1	cond=0;jmp=0;call=1;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_gesture_show	.text	.text	216	84	0xdf43c25c	0xdf43c25c	03583c66b60cac917b66d317355c96ef9ea169cbda397756858062961d4e0141	6631f94f83c29f24320fb51e037950c8bc9726cbd8813c65affd364e3502504f	_printk;mutex_lock;mutex_unlock;sprintf	sprintf	-	-	0x0;0x1;0x10;0x18;0x20;0x30;0x40;0xa0;0x208	0x0;0x10	cond=0;jmp=0;call=4;ret=1	cond=0;jmp=0;call=1;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_gesture_store	.text	.text	180	32	0x95a8ba07	0x95a8ba07	c3d31b3fb4f875049b79cef5be0b77977febb222b43a7e9bfa1bcac19e77b367	21cd4b579f01d1d2118eee86bbb2e3c86c16df6dedb268e64b22f76304ef7b0a	_printk;mutex_lock;mutex_unlock	-	-	-	0x0;0x1;0x10;0x18;0x20;0x30;0xb9;0x208	0x1	cond=0;jmp=0;call=3;ret=1	cond=0;jmp=0;call=0;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_gesture_buf_show	.text	.text	360	80	0xdf43c25c	0xdf43c25c	1ed123da068aa56faf113355b30b050e224ea1d807f56755bcba9b0297515d69	ba55f81f3b5298f1a39d3b76f90dd31913d1183c73014cbb5cc1c62dab0ea550	_printk;mutex_lock;mutex_unlock;snprintf	snprintf	-	-	0x0;0x1;0x3;0x8;0xa;0x10;0x13;0x18;0x20;0x30;0x40;0x50;0xd7;0x206;0x208;0x1000;0x3a66	0x0;0x10;0x1000	cond=0;jmp=0;call=4;ret=1	cond=0;jmp=0;call=1;ret=1	NO	code-generation/CFG differs; named target hardware and ABI behavior closed by contract/disassembly
hyn_gesture_buf_store	.text	.text	8	8	0x95a8ba07	0x95a8ba07	e396875767c39b6fddf6e112dfc7833396eb4277b0ba2696f448a85c3d3fbc71	e396875767c39b6fddf6e112dfc7833396eb4277b0ba2696f448a85c3d3fbc71	-	-	-	-	-	-	cond=0;jmp=0;call=0;ret=1	cond=0;jmp=0;call=0;ret=1	YES	NONE
