symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,required_stock_crc,exact_gki_crc,exact_gki_crc_status
__drm_atomic_helper_connector_destroy_state,0x3866cd2b,KERNEL_OR_BUILTIN,,0,mediatek_drm,1,1,0,1,0,0,0,0,1,1,0x3866cd2b,0x3866cd2b,MATCH
__drm_atomic_helper_connector_duplicate_state,0x54872645,KERNEL_OR_BUILTIN,,0,mediatek_drm,1,1,0,1,0,0,0,0,1,1,0x54872645,0x54872645,MATCH
__drm_atomic_helper_connector_reset,0x29764194,KERNEL_OR_BUILTIN,,0,mediatek_drm,1,1,0,1,0,0,0,0,1,1,0x29764194,0x29764194,MATCH
__drm_atomic_helper_crtc_destroy_state,0xab75bef4,KERNEL_OR_BUILTIN,,0,mediatek_drm,1,1,0,1,0,0,1,1,1,1,0xab75bef4,0xab75bef4,MATCH
__drm_atomic_helper_crtc_duplicate_state,0x64c68dc3,KERNEL_OR_BUILTIN,,0,mediatek_drm,1,1,0,1,0,0,1,1,1,1,0x64c68dc3,0x64c68dc3,MATCH
__drm_atomic_helper_plane_destroy_state,0xa1424581,KERNEL_OR_BUILTIN,,0,mediatek_drm,1,1,0,1,0,0,1,1,1,1,0xa1424581,0xa1424581,MATCH
__drm_atomic_helper_plane_duplicate_state,0x26fab918,KERNEL_OR_BUILTIN,,0,mediatek_drm,1,1,0,1,0,0,1,1,1,1,0x26fab918,0x26fab918,MATCH
__drm_atomic_helper_private_obj_duplicate_state,0xa4f72029,KERNEL_OR_BUILTIN,,0,drm_display_helper,1,1,0,1,0,0,0,0,1,1,0xa4f72029,0xa4f72029,MATCH
__drm_atomic_state_free,0xb9cad492,KERNEL_OR_BUILTIN,,0,mediatek_drm,1,1,0,1,0,0,1,1,1,1,0xb9cad492,0xb9cad492,MATCH
__drm_crtc_commit_free,0xae277372,KERNEL_OR_BUILTIN,,0,drm_display_helper,1,1,0,1,0,0,0,0,1,1,0xae277372,0xae277372,MATCH
__drm_debug,0x69353664,KERNEL_OR_BUILTIN,,0,drm_display_helper,1,1,0,1,0,0,0,0,1,1,0x69353664,0x69353664,MATCH
__drm_dev_dbg,0x065ad6d0,KERNEL_OR_BUILTIN,,0,drm_display_helper;drm_dma_helper,2,2,0,1,0,0,0,0,1,1,0x065ad6d0,0x065ad6d0,MATCH
__drm_err,0xb11ac7a7,KERNEL_OR_BUILTIN,,0,drm_display_helper;drm_dma_helper;mediatek_drm,3,3,0,1,0,0,1,1,1,1,0xb11ac7a7,0xb11ac7a7,MATCH
__drm_printfn_debug,0xf824c7db,KERNEL_OR_BUILTIN,,0,drm_display_helper,1,1,0,1,0,0,0,0,1,1,0xf824c7db,0xf824c7db,MATCH
__ethtool_get_link_ksettings,0xae545be3,KERNEL_OR_BUILTIN,,0,8021q,1,1,0,1,0,0,0,0,1,1,0xae545be3,0xae545be3,MATCH
__fdget,0xc1d8cfaf,KERNEL_OR_BUILTIN,,0,gzvm;hbt,2,2,0,1,0,0,0,0,1,1,0xc1d8cfaf,0xc1d8cfaf,MATCH
__flush_workqueue,0x9166fc03,KERNEL_OR_BUILTIN,,0,apusys;bluetooth;bt_drv_6878;c2k_usb;dw9781c;ged;gzvm;hynitron;l2tp_core;load_track;mac80211;mac802154;mali_kbase_mt6878_r44;mtk_hcp;mtk_imgsys_v4l2;mtk_lpm_dbg_common_v2;mtk_mbraink;mtk_swpm;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtu3;scp;sensorhub;vcp,25,26,0,1,0,0,0,0,1,1,0x9166fc03,0x9166fc03,MATCH
__folio_lock,0xad6ef96e,KERNEL_OR_BUILTIN,,0,mali_kbase_mt6878_r44,1,1,0,1,1,0,0,0,1,1,0xad6ef96e,0xad6ef96e,MATCH
__folio_put,0x2c38db08,KERNEL_OR_BUILTIN,,0,ccci_dpmaif;gz_main_mod;gz_tz_system;gzvm;mali_kbase_mt6878_r44;monitor_hang;r8152;zsmalloc,8,8,0,1,1,0,0,0,1,1,0x2c38db08,0x2c38db08,MATCH
__free_pages,0xcd5271aa,KERNEL_OR_BUILTIN,,0,ccci_util_lib;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mediatek_drm;mtk_sec_heap;r8152;system_heap;tmem_ffa;zsmalloc,10,10,0,1,0,0,1,1,1,1,0xcd5271aa,0xcd5271aa,MATCH
__get_free_pages,0x6a5cb5ee,KERNEL_OR_BUILTIN,,0,aee_aed;apusys;c2k_usb;cpudvfs;gz_main_mod;mali_kbase_mt6878_r44;met;powerhal_cpu_ctrl;tkcore_drv;touch_boost;zram,11,11,0,1,0,0,1,1,1,1,0x6a5cb5ee,0x6a5cb5ee,MATCH
__get_random_u32_below,0xfba7a5f5,KERNEL_OR_BUILTIN,,0,bluetooth,1,2,0,1,0,0,0,0,1,1,0xfba7a5f5,0xfba7a5f5,MATCH
__get_task_comm,0x9d01eb28,KERNEL_OR_BUILTIN,,0,apusys;bluetooth;irq_dbg;mdp_drv_mt6878;mtk_sec_heap;system_heap,6,7,0,1,0,0,1,1,1,1,0x9d01eb28,0x9d01eb28,MATCH
__hrtimer_get_remaining,0xed269ad2,KERNEL_OR_BUILTIN,,0,ged;lpm_gov_MHSP,2,2,0,1,0,0,0,0,1,1,0xed269ad2,0xed269ad2,MATCH
__hw_addr_init,0xf28cf0ae,KERNEL_OR_BUILTIN,,0,mac80211,1,1,0,1,0,0,0,0,1,1,0xf28cf0ae,0xf28cf0ae,MATCH
__hw_addr_sync,0x91f68ea1,KERNEL_OR_BUILTIN,,0,mac80211,1,1,0,1,0,0,0,0,1,1,0x91f68ea1,0x91f68ea1,MATCH
__hw_addr_unsync,0xb71ed69f,KERNEL_OR_BUILTIN,,0,mac80211,1,1,0,1,0,0,0,0,1,1,0xb71ed69f,0xb71ed69f,MATCH
__init_rwsem,0xf5a94b83,KERNEL_OR_BUILTIN,,0,apu_top;gz_trusty_mod;mali_kbase_mt6878_r44;mmqos_common;monitor_hang;ppp_generic;zram,7,7,0,1,1,0,1,1,1,1,0xf5a94b83,0xf5a94b83,MATCH
__init_swait_queue_head,0x608741b5,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;apu_top;apusys;bluetooth;bt_drv_6878;camera_dpe_isp7sp;cmdq_test;conninfra;connscp;cqhci;fmradio_drv_connac2x;gps_drv_dl_v051;gz_ipc_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;hci_uart;i2c_mt65xx;mali_kbase_mt6878_r44;mddp;mediatek_drm;met;mt6375_charger;mtk_aie;mtk_cam_isp7sp;mtk_cmdq_drv_ext;mtk_imgsys_v4l2;mtk_mml;mtk_tinysys_ipi;rtc_mt6685;sapu;sensorhub;spi_mt65xx;tkcore;tkcore_drv;ufs_mediatek_mod;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;xhci_mtk_hcd_v2,40,41,0,1,0,0,1,1,1,1,0x608741b5,0x608741b5,MATCH
__init_waitqueue_head,0xd9a5ea54,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;apusys;atf_logger;audio_ipi;blocktag;bluetooth;bt_drv_6878;camera_dpe_isp7sp;ccci_dpmaif;ccci_fsm_scp;ccci_md_all;ccci_util_lib;ccd_rpmsg;cdc_acm;cfg80211;conninfra;connscp;cqhci;drm_display_helper;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_log_mod;hci_uart;hf_manager;hidp;ieee802154;mali_kbase_mt6878_r44;mcupm;mddp;mdp_drv_mt6878;mediatek_drm;mmqos_common;monitor_hang;mt6375_battery;mtk_aie;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccuv;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_dpc;mtk_hcp;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_mml;mtk_pep50;mtk_soc_offload_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;pda_drv_mt6878;ppp_generic;rfkill;scp;slcan;snd_soc_tfa98xx;sspm_v3;st21nfc;system_heap;tcpc_class;tkcore;tkcore_drv;touch_boost;usb_offload;usbnet;vcp;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan,75,76,0,1,0,0,1,1,1,1,0xd9a5ea54,0xd9a5ea54,MATCH
__ip_dev_find,0x9223cda1,KERNEL_OR_BUILTIN,,0,tipc,1,1,0,1,0,0,0,0,1,1,0x9223cda1,0x9223cda1,MATCH
__ip_select_ident,0x51a34ed2,KERNEL_OR_BUILTIN,,0,pptp,1,1,0,1,0,0,0,0,1,1,0x51a34ed2,0x51a34ed2,MATCH
__ipv6_addr_type,0x0d542439,KERNEL_OR_BUILTIN,,0,6lowpan;tipc;wlan_drv_gen4m_6878,3,3,0,1,0,0,0,0,1,1,0x0d542439,0x0d542439,MATCH
__irq_apply_affinity_hint,0x51786ad8,KERNEL_OR_BUILTIN,,0,apusys;cache_parity;ccci_dpmaif;ufs_mediatek_mod;wlan_drv_gen4m_6878,5,5,0,1,0,0,0,0,1,1,0x51786ad8,0x51786ad8,MATCH
__irq_domain_add,0x75aecb8b,KERNEL_OR_BUILTIN,,0,mt6375;mt6375_auxadc;mt6375_battery;mtk_spmi_pmic;pinctrl_mtk_v2;spmi_mtk_pmif,6,6,0,1,0,0,1,1,1,1,0x75aecb8b,0x75aecb8b,MATCH
__irq_resolve_mapping,0xcb7ab12a,KERNEL_OR_BUILTIN,,0,irq_dbg;mt6375;mt6375_auxadc;mt6375_battery;mtk_spmi_pmic;pinctrl_mtk_v2;spmi_mtk_pmif,7,7,0,1,0,0,1,1,1,1,0xcb7ab12a,0xcb7ab12a,MATCH
__kfifo_alloc,0x139f2189,KERNEL_OR_BUILTIN,,0,conninfra;kfifo_buf;usbserial,3,3,0,1,0,0,1,1,1,1,0x139f2189,0x139f2189,MATCH
__kfifo_free,0xdb760f52,KERNEL_OR_BUILTIN,,0,conninfra;kfifo_buf;mtk_cam_isp7sp;usbserial,4,4,0,1,0,0,1,1,1,1,0xdb760f52,0xdb760f52,MATCH
__kfifo_from_user,0xee08c0fb,KERNEL_OR_BUILTIN,,0,kfifo_buf,1,1,0,1,0,0,0,0,1,1,0xee08c0fb,0xee08c0fb,MATCH
__kfifo_in,0xf23fcb99,KERNEL_OR_BUILTIN,,0,conninfra;kfifo_buf;mtk_cam_isp7sp;mtk_mmc;sensorhub;usbserial;wlan_drv_gen4m_6878,7,7,0,1,0,0,1,1,1,1,0xf23fcb99,0xf23fcb99,MATCH
__kfifo_init,0xbd462b55,KERNEL_OR_BUILTIN,,0,conninfra;mtk_cam_isp7sp;wlan_drv_gen4m_6878,3,3,0,1,0,0,1,1,1,1,0xbd462b55,0xbd462b55,MATCH
__kfifo_out,0x13d0adf7,KERNEL_OR_BUILTIN,,0,conninfra;ftdi_sio;kfifo_buf;mtk_cam_isp7sp;mtk_mmc;sensorhub;usbserial;wlan_drv_gen4m_6878,8,8,0,1,0,0,1,1,1,1,0x13d0adf7,0x13d0adf7,MATCH
__kfifo_to_user,0x72aa63ef,KERNEL_OR_BUILTIN,,0,kfifo_buf,1,1,0,1,0,0,1,1,1,1,0x72aa63ef,0x72aa63ef,MATCH
__kmalloc,0xeb233a45,KERNEL_OR_BUILTIN,,0,aee_aed;apu_top;apusys;asix;aw883xx_driver;ax88179_178a;blocktag;bluetooth;bootprof;bt_drv_6878;camera_eeprom_v4l2;can_bcm;ccci_dpmaif;ccci_md_all;ccci_util_lib;cdc_acm;cdc_ncm;cfg80211;clk_common;clkbuf;cmdq_sec_drv;connadp;connfem;conninfra;cpufreq_sugov_ext;device_apc_common;drm_display_helper;extdev_io_class;ffa_v10;fhctl;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ged;gz_ipc_mod;gz_main_mod;gz_tz_system;gz_virtio_mod;hf_manager;hynitron;i2c_mt65xx;ieee802154;imgsensor;l2tp_core;load_track;log_store;mac80211;mac802154;mali_kbase_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;mrdump;mt6375_battery;mtk_c2ps;mtk_cam_isp7sp;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_cpu_power_throttling;mtk_fpsgo;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_ioctl_powerhal;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_md_power_throttling;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mml;mtk_perf_common;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_sec_heap;mtk_swpm_dbg_v6878;mtk_tinysys_ipi;mtk_u_ether;mtk_usb_f_rndis;mtk_vcodec_common;mtu3;nfc;pd_dbg_info;pmic_lbat_service;powerhal_cpu_ctrl;ppp_mppe;r8152;rfcomm;rfkill;rpmb_mtk;rps_perf;rt5133_regulator;scheduler;scp;sensorhub;slhc;snd_soc_tfa98xx;spi_mt65xx;sspm_v3;system_heap;thermal_interface;tipc;tkcore_drv;touch_boost;ufs_mediatek_mod;usb_offload;usbnet;usbserial;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_devinfo,116,117,0,1,1,0,1,1,1,1,0xeb233a45,0xeb233a45,MATCH
__kmalloc_node,0x1ba59527,KERNEL_OR_BUILTIN,,0,xhci_mtk_hcd_v2,1,1,0,1,0,0,0,0,1,1,0x1ba59527,0x1ba59527,MATCH
__kmalloc_node_track_caller,0x4e547048,KERNEL_OR_BUILTIN,,0,can_raw,1,1,0,1,0,0,0,0,1,1,0x4e547048,0x4e547048,MATCH
__kthread_init_worker,0x6f02eb42,KERNEL_OR_BUILTIN,,0,cpufreq_sugov_ext;gz_trusty_mod;imgsensor;mtk_cam_isp7sp;mtk_imgsys_cmdq,5,5,0,1,0,0,1,1,1,1,0x6f02eb42,0x6f02eb42,MATCH
__list_add_valid,0x68f31cbd,KERNEL_OR_BUILTIN,,0,8021q;aee_aed;apu_top;apusys;aw883xx_driver;blocktag;bluetooth;bootprof;c2k_usb;can_bcm;can_raw;ccci_md_all;ccci_util_lib;ccd_rpmsg;cfg80211;cmdq_sec_drv;connscp;device_apc_common;drm_display_helper;flashlight;focaltech_touch_spi_ft3680;ged;gz_ipc_mod;gz_trusty_mod;gz_virtio_mod;gzvm;hci_uart;hf_manager;hidp;ieee802154;imgsensor_glue;iommu_debug;mac80211;mac802154;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;mmqos_common;monitor_hang;mt6375_battery;mtk_c2ps;mtk_cam_isp7sp;mtk_cmdq_drv_ext;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_iommu;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_mml;mtk_panel_ext;mtk_pbm;mtk_sec_heap;mtk_swpm;mtk_sync;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pd_dbg_info;pmic_lbat_service;powerhal_cpu_ctrl;ppp_generic;r8152;reboot_mode;rfcomm;rfkill;scheduler;sensorhub;snd_soc_mt6878_afe;snd_soc_tfa98xx;spi_tiny_co5300_lcd;system_heap;task_turbo;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;usb_boost;usb_meta;usb_offload;usbserial;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_devinfo;zsmalloc,105,106,0,1,0,0,1,1,1,1,0x68f31cbd,0x68f31cbd,MATCH
__list_del_entry_valid,0xe1537255,KERNEL_OR_BUILTIN,,0,8021q;aee_aed;apu_top;apusys;blocktag;bluetooth;bootprof;c2k_usb;can_bcm;can_raw;ccci_md_all;ccci_util_lib;ccd_rpmsg;cfg80211;cmdq_sec_drv;connscp;drm_display_helper;flashlight;ged;gz_ipc_mod;gz_trusty_mod;gz_virtio_mod;gzvm;hci_uart;hf_manager;hidp;ieee802154;imgsensor_glue;iommu_debug;mac80211;mac802154;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_drm;mediatek_drm_panel_drv;met;monitor_hang;mt6375_battery;mtk_c2ps;mtk_cam_isp7sp;mtk_cmdq_drv_ext;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_iommu;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_mml;mtk_panel_ext;mtk_pbm;mtk_sec_heap;mtk_swpm;mtk_sync;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pd_dbg_info;pmic_lbat_service;powerhal_cpu_ctrl;ppp_generic;r8152;rfcomm;rfkill;scheduler;sensorhub;snd_soc_tfa98xx;system_heap;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;ufs_mediatek_mod;usb_boost;usb_meta;usb_offload;usbserial;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;zsmalloc,94,95,0,1,0,0,1,1,1,1,0xe1537255,0xe1537255,MATCH
__local_bh_enable_ip,0x3c3fce39,KERNEL_OR_BUILTIN,,0,can_dev;can_gw;ccmni;cdc_ncm;l2tp_core;l2tp_ppp;mac80211;mddp;ppp_generic;tipc,10,10,0,1,0,0,1,1,1,1,0x3c3fce39,0x3c3fce39,MATCH
__mdiobus_register,0xa19883f4,KERNEL_OR_BUILTIN,,0,asix,1,1,0,1,0,0,1,1,1,1,0xa19883f4,0xa19883f4,MATCH
__media_device_register,0xd1732581,KERNEL_OR_BUILTIN,,0,camera_af_media;mtk_aie;mtk_cam_isp7sp;mtk_composite;mtk_imgsys_v4l2,5,5,0,1,0,0,1,1,1,1,0xd1732581,0xd1732581,MATCH
__media_entity_next_link,0xdf2b8208,KERNEL_OR_BUILTIN,,0,mtk_cam_isp7sp,1,1,0,1,0,0,0,0,1,1,0xdf2b8208,0xdf2b8208,MATCH
__memcpy_fromio,0x5d112304,KERNEL_OR_BUILTIN,,0,adsp;apusys;bt_drv_6878;ccci_md_all;ccci_util_lib;conninfra;connscp;gps_drv_dl_v051;mcupm;sensorhub;sspm_v3;wlan_drv_gen4m_6878,12,12,0,1,0,0,1,1,1,1,0x5d112304,0x5d112304,MATCH
__memcpy_toio,0xf77555cd,KERNEL_OR_BUILTIN,,0,adsp;apusys;bt_drv_6878;ccci_md_all;conninfra;gps_drv_dl_v051;mali_kbase_mt6878_r44;mrdump;mtk_cg_peak_power_throttling;sensorhub;wlan_drv_gen4m_6878,11,11,0,1,0,0,1,1,1,1,0xf77555cd,0xf77555cd,MATCH
__memset_io,0x18b48e28,KERNEL_OR_BUILTIN,,0,apusys;audio_ipi;bt_drv_6878;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;ccci_md_all;ccci_util_lib;conninfra;gps_drv_dl_v051;met;mrdump;mtk_cg_peak_power_throttling;mtk_lpm_plat_v1;scp;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;wlan_drv_gen4m_6878,19,19,0,1,0,0,1,1,1,1,0x18b48e28,0x18b48e28,MATCH
__migrate_task,0xaaa6dd7d,KERNEL_OR_BUILTIN,,0,scheduler,1,1,0,1,0,0,0,0,1,1,0xaaa6dd7d,0xaaa6dd7d,MATCH
__mmap_lock_do_trace_acquire_returned,0x5319be0e,KERNEL_OR_BUILTIN,,0,gzvm;hbt;monitor_hang;mtk_heap_debug,4,4,0,1,0,0,1,1,1,1,0x5319be0e,0x5319be0e,MATCH
__mmap_lock_do_trace_released,0xb996c292,KERNEL_OR_BUILTIN,,0,gzvm;hbt;monitor_hang;mtk_heap_debug,4,4,0,1,0,0,1,1,1,1,0xb996c292,0xb996c292,MATCH
__mmap_lock_do_trace_start_locking,0x56ac7b18,KERNEL_OR_BUILTIN,,0,gzvm;hbt;monitor_hang;mtk_heap_debug,4,4,0,1,0,0,1,1,1,1,0x56ac7b18,0x56ac7b18,MATCH
__mmdrop,0x428651f5,KERNEL_OR_BUILTIN,,0,mali_kbase_mt6878_r44;mtk_mbraink,2,2,0,1,0,0,1,1,1,1,0x428651f5,0x428651f5,MATCH
__module_get,0x82f3eefb,KERNEL_OR_BUILTIN,,0,bluetooth;hidp;rfcomm;tipc,4,5,0,1,0,0,0,0,1,1,0x82f3eefb,0x82f3eefb,MATCH
__module_put_and_kthread_exit,0x9130ce6c,KERNEL_OR_BUILTIN,,0,hidp,1,1,0,1,0,0,0,0,1,1,0x9130ce6c,0x9130ce6c,MATCH
__msecs_to_jiffies,0x7f02188f,KERNEL_OR_BUILTIN,,0,adsp;apu_top;apusys;audio_ipi;aw883xx_driver;bluetooth;can_dev;cdc_acm;cfg80211;cmdq_sec_drv;conninfra;cpuqos_v3;cqhci;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_ipc_mod;hci_uart;imgsensor;l2tp_ppp;load_track;mac80211;mali_kbase_mt6878_r44;mediatek_drm;mt6363_regulator;mt6369_regulator;mt6375_charger;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_lpm_dbg_common_v2;mtk_mml;mtk_perf_common;mtk_swpm_dbg_v6878;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;nfc;pmic_lbat_service;spi_mt65xx;spmi_mtk_mpu;tcpc_class;tipc;tmem_ffa;usbserial;wlan_drv_gen4m_6878;yft_gpio_keys,48,49,0,1,0,0,1,1,1,1,0x7f02188f,0x7f02188f,MATCH
__mutex_init,0xa571f6b0,KERNEL_OR_BUILTIN,,0,8250_mtk;adapter_class;adsp;aee_aed;apu_top;apusys;atf_logger;aw36515;aw36518;aw36518_v2;aw883xx_driver;bluetooth;bt_drv_6878;c2k_usb;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;ccci_fsm_scp;ccci_md_all;ccd_rpmsg;cdc_acm;cfg80211;charger_class;cmdq_sec_drv;cmdq_test;conninfra;connscp;cpufreq_sugov_ext;drm_display_helper;extdev_io_class;ffa_v10;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gpueb;gz_ipc_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hidp;hynitron;imgsensor;kfifo_buf;l2tp_ppp;leds_ln2403;leds_mtk;leds_rgb_aw2013;mac80211;mac802154;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;met;mmqos_common;mt6338_core;mt6369_accdet;mt6375;mt6375_adc;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6685_audclk;mtk_aie;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_charger_algorithm_class;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_composite;mtk_dvfsrc;mtk_dvfsrc_helper;mtk_fpsgo;mtk_hcp;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_mmdvfs;mtk_mml;mtk_pd_adapter;mtk_pd_charging;mtk_pep;mtk_pep40;mtk_pep50;mtk_pwm;mtk_scp_audiocommon;mtk_sec_heap;mtk_soc_offload_common;mtk_spmi_pmic;mtk_spmi_pmic_adc;mtk_tinysys_ipi;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;nfc;nvmem_mt635x_efuse;pmic_lvsys_notify;ppp_generic;r8152;rfcomm;rfkill;rpmb;rtc_mt6685;sapu;scp;sensorhub;sh366003_fg;snd_soc_mt6878_afe;snd_soc_tfa98xx;soc_temp_lvts;spmi_mtk_pmif;st21nfc;system_heap;tcpc_class;thermal_interface;thermal_trace;tkcore;tkcore_drv;tmem_ffa;uarthub_drv;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_gpio_keys,145,146,0,1,1,0,1,1,1,1,0xa571f6b0,0xa571f6b0,MATCH
__napi_alloc_skb,0xc5fa677d,KERNEL_OR_BUILTIN,,0,r8152,1,1,0,1,0,0,0,0,1,1,0xc5fa677d,0xc5fa677d,MATCH
__napi_schedule,0xf5221e2b,KERNEL_OR_BUILTIN,,0,can_dev;ccmni;r8152;wlan_drv_gen4m_6878,4,4,0,1,0,0,1,1,1,1,0xf5221e2b,0xf5221e2b,MATCH
__napi_schedule_irqoff,0x7096c85f,KERNEL_OR_BUILTIN,,0,wlan_drv_gen4m_6878,1,1,0,1,0,0,1,1,1,1,0x7096c85f,0x7096c85f,MATCH
__ndisc_fill_addr_option,0x07cb9d0f,KERNEL_OR_BUILTIN,,0,6lowpan,1,1,0,1,0,0,0,0,1,1,0x07cb9d0f,0x07cb9d0f,MATCH
__netdev_alloc_frag_align,0x91a488ac,KERNEL_OR_BUILTIN,,0,ccci_dpmaif,1,1,0,1,0,0,1,1,1,1,0x91a488ac,0x91a488ac,MATCH
__netdev_alloc_skb,0x1ba22d8b,KERNEL_OR_BUILTIN,,0,aqc111;asix;ax88179_178a;can_dev;ccci_dpmaif;ccci_md_all;cdc_ncm;cfg80211;mac80211;mddp;ppp_generic;rtl8150;usbnet;wlan_drv_gen4m_6878,14,14,0,1,0,0,1,1,1,1,0x1ba22d8b,0x1ba22d8b,MATCH
__netif_napi_del,0xf7cce469,KERNEL_OR_BUILTIN,,0,can_dev;wlan_drv_gen4m_6878,2,2,0,1,0,0,0,0,1,1,0xf7cce469,0xf7cce469,MATCH
__netlink_dump_start,0x53d7f503,KERNEL_OR_BUILTIN,,0,diag,1,1,0,1,0,0,0,0,1,1,0x53d7f503,0x53d7f503,MATCH
__netlink_kernel_create,0x9f3fe1fe,KERNEL_OR_BUILTIN,,0,frs;mt6375_battery;wlan_drv_gen4m_6878,3,3,0,1,0,0,1,1,1,1,0x9f3fe1fe,0x9f3fe1fe,MATCH
__nla_parse,0x581e2394,KERNEL_OR_BUILTIN,,0,can_dev;can_gw;cfg80211;nfc;tipc;wlan_drv_gen4m_6878;wwan,7,7,0,1,0,0,1,1,1,1,0x581e2394,0x581e2394,MATCH
__nla_validate,0x933dc050,KERNEL_OR_BUILTIN,,0,8021q;cfg80211,2,2,0,1,0,0,0,0,1,1,0x933dc050,0x933dc050,MATCH
__nlmsg_put,0x899805b0,KERNEL_OR_BUILTIN,,0,can_gw;diag;frs;mt6375_battery;tipc;wlan_drv_gen4m_6878;wwan,7,7,0,1,0,0,1,1,1,1,0x899805b0,0x899805b0,MATCH
__num_online_cpus,0xc60d0620,KERNEL_OR_BUILTIN,,0,aee_hangdet;mtk_lpm;mtk_lpm_plat_v1;xhci_mtk_hcd_v2;zram,5,5,0,1,0,0,1,1,1,1,0xc60d0620,0xc60d0620,MATCH
