module_name,classifications,final_status,evidence_kind,normalized_status,exact_status,nothing_target_hits,nothing_source_hits,mt6878_target_hits,mt6878_source_hits,normalized_target_examples,normalized_source_examples,exact_strong_examples,exact_composite_examples,exact_source_examples
connfem,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,exact build-definition target,UNRESOLVED,EXACT_BUILD_TARGET,0,0,0,0,,,"kernel_modules/connectivity/connfem/BUILD.bazel:17:name = ""connfem"",",,
conninfra,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,exact build-definition target,NOTHING_SOURCE_BASENAME,EXACT_BUILD_TARGET,0,1,0,0,,kernel_modules/connectivity/conninfra/conn_drv/connv2/src/conninfra.c,"kernel_modules/connectivity/conninfra/BUILD.bazel:17:name = ""conninfra"",",,kernel_modules/connectivity/conninfra/conn_drv/connv2/src/conninfra.c
connscp,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,MENTION_ONLY,0,0,0,0,,,,,
cpudvfs,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/cpufreq_lite/Makefile:7:obj-$(CONFIG_MEDIATEK_CPUFREQ_DEBUG_LITE) += cpudvfs.o,,,,
cpufreq_sugov_ext,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/sched/Makefile:20:obj-$(CONFIG_MTK_CPUFREQ_SUGOV_EXT) += cpufreq_sugov_ext.o,,,,
cpuqos_v3,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/misc/mediatek/cache-auditor/cpuqos_v3/Makefile:12:obj-$(CONFIG_MTK_CPUQOS_V3) += cpuqos_v3.o,,,,
cqhci,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/mmc/host/Makefile:17:obj-$(CONFIG_DEVICE_MODULES_MMC_CQHCI)			+= cqhci.o,,,,
dbg_error_flag,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/sda/Makefile:10:obj-$(CONFIG_MTK_BUS_PARITY_CHECK) += dbg_error_flag.o,device_modules/drivers/misc/mediatek/sda/dbg_error_flag.c,,,device_modules/drivers/misc/mediatek/sda/dbg_error_flag.c
dbgtop_drm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/sda/Makefile:6:obj-$(CONFIG_MTK_DBGTOP) += dbgtop-drm.o,device_modules/drivers/misc/mediatek/sda/dbgtop-drm.c,,,
device_apc_common,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/soc/mediatek/devapc/Makefile:7:obj-$(CONFIG_DEVAPC_ARCH_MULTI) += device-apc-common.o,,,,
device_apc_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,1,0,device_modules/drivers/soc/mediatek/devapc/Makefile:21:obj-$(CONFIG_DEVAPC_MT6878) += device-apc-mt6878.o,,,,
diag,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
drm_display_helper,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
drm_dma_helper,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
dw9781c,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/lens/ois/dw9781c/Makefile:7:obj-$(CONFIG_MTK_V4L2_LENS) += dw9781c.o,device_modules/drivers/misc/mediatek/lens/ois/dw9781c/dw9781c.c,,,device_modules/drivers/misc/mediatek/lens/ois/dw9781c/dw9781c.c
emi,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/memory/mediatek/Makefile:4:obj-$(CONFIG_MTK_EMI) += emi.o,,,,
emi_fake_eng,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/memory/mediatek/Makefile:7:obj-$(CONFIG_MTK_EMI) += emi-fake-eng.o,device_modules/drivers/memory/mediatek/emi-fake-eng.c,,,
emi_mpu,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,1,0,0,device_modules/drivers/memory/mediatek/Makefile:6:obj-$(CONFIG_MTK_EMI) += emi-mpu.o,device_modules/drivers/memory/mediatek/emi-mpu.c,,,
extcon_mtk_usb,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/extcon/Makefile:6:obj-$(CONFIG_EXTCON_MTK_USB) += extcon-mtk-usb.o,device_modules/drivers/misc/mediatek/extcon/extcon-mtk-usb.c,,,
extdev_io_class,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/subpmic/Makefile:2:obj-$(CONFIG_MTK_SUBPMIC_MISC)		+= extdev_io_class.o,device_modules/drivers/misc/mediatek/subpmic/extdev_io_class.c,,,device_modules/drivers/misc/mediatek/subpmic/extdev_io_class.c
ffa_v10,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,COMPOSITE_TARGET_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/trusted_mem/Makefile:52:obj-m += ffa_v10.o,,,device_modules/drivers/misc/mediatek/trusted_mem/Makefile:53:ffa_v10-y += ffa_v10/bus.o || device_modules/drivers/misc/mediatek/trusted_mem/Makefile:54:ffa_v10-y += ffa_v10/driver.o || device_modules/drivers/misc/mediatek/trusted_mem/Makefile:55:ffa_v10-y += ffa_v10/smccc.o,
fhctl,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/clk/mediatek/Makefile:146:obj-$(CONFIG_COMMON_CLK_MTK_FREQ_HOPPING) += fhctl.o,,,,
flashlight,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/misc/mediatek/flashlight/Makefile:8:obj-$(CONFIG_MTK_FLASHLIGHT)             += flashlight.o,,,,
fmradio_drv_connac2x,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
focaltech_touch_spi_ft3680,NEEDS_ULEFONE_PORT,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
fpsgo,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,kernel_modules/fpsgo_cus/Kbuild:47:obj-m += fpsgo.o,,,,
frs,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/performance/frs/Makefile:21:obj-$(CONFIG_MTK_FRS) += frs.o,device_modules/drivers/misc/mediatek/performance/frs/frs.c,,,device_modules/drivers/misc/mediatek/performance/frs/frs.c
ftdi_sio,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
ged,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/gpu/mediatek/ged/Makefile:115:obj-$(CONFIG_MTK_GPU_SUPPORT) += ged.o,device_modules/drivers/gpu/mediatek/ged/src/ged.c,,,device_modules/drivers/gpu/mediatek/ged/src/ged.c
gps_drv_dl_v051,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,exact build-definition target,UNRESOLVED,EXACT_BUILD_TARGET,0,0,0,0,,,"kernel_modules/connectivity/gps/data_link/plat/v051/BUILD.bazel:10:name = ""gps_drv_dl_v051"",",,
gps_pwr,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,exact build-definition target,UNRESOLVED,EXACT_BUILD_TARGET,0,0,0,0,,,"kernel_modules/connectivity/gps/gps_pwr/BUILD.bazel:10:name = ""gps_pwr"",",,
gps_scp,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,exact build-definition target,UNRESOLVED,EXACT_BUILD_TARGET,0,0,0,0,,,"kernel_modules/connectivity/gps/gps_scp/BUILD.bazel:10:name = ""gps_scp"",",,
gpueb,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/gpu/mediatek/gpueb/Makefile:19:obj-m += gpueb.o,,,,
gz_ipc_mod,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/gz-trusty/Makefile:21:obj-$(CONFIG_MTK_GZ_VIRTIO_IPC) += gz_ipc_mod.o,,,,
gz_irq_mod,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/gz-trusty/Makefile:15:obj-$(CONFIG_MTK_GZ_IRQ) += gz_irq_mod.o,,,,
gz_log_mod,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/gz-trusty/Makefile:24:obj-$(CONFIG_MTK_GZ_LOG) += gz_log_mod.o,,,,
gz_main_mod,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/Makefile:51:obj-$(CONFIG_MTK_GZ_MAIN) += gz_main_mod.o,,,,
gz_trusty_mod,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/gz-trusty/Makefile:9:obj-$(CONFIG_MTK_ENABLE_GENIEZONE) += gz_trusty_mod.o,,,,
gz_tz_system,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/Makefile:57:obj-$(CONFIG_MTK_GZ_TZ_SYSTEM) += gz_tz_system.o,,,,
gz_virtio_mod,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/gz-trusty/Makefile:18:obj-$(CONFIG_MTK_GZ_VIRTIO) += gz_virtio_mod.o,,,,
gzvm,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
hbt,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,kernel_modules/hbt_driver_cus/Kbuild:47:obj-m += hbt.o,kernel_modules/hbt_driver_cus/src/hbt.c,,,kernel_modules/hbt_driver_cus/src/hbt.c
hci_uart,DIRECT_SOURCE_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
hf_manager,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/sensor/2.0/core/Makefile:3:obj-$(CONFIG_MTK_SENSOR_SUPPORT) += hf_manager.o,device_modules/drivers/misc/mediatek/sensor/2.0/core/hf_manager.c,,,device_modules/drivers/misc/mediatek/sensor/2.0/core/hf_manager.c
hidp,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
i2c_mt65xx,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/i2c/busses/Makefile:6:obj-$(CONFIG_DEVICE_MODULES_I2C_MT65XX)	+= i2c-mt65xx.o,device_modules/drivers/i2c/busses/i2c-mt65xx.c,,,
ieee802154,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
ieee802154_6lowpan,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
ieee802154_socket,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
imgsensor,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,kernel_modules/mtkcam/imgsensor/src-v4l2/Kbuild:35:obj-$(CONFIG_MTK_V4L2_IMGSENSOR) += imgsensor.o,device_modules/drivers/misc/mediatek/imgsensor/src/common/v1_1/imgsensor.c,,,device_modules/drivers/misc/mediatek/imgsensor/src/common/v1_1/imgsensor.c
imgsensor_glue,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,kernel_modules/mtkcam/imgsensor/src-v4l2/imgsensor-glue/Makefile:4:obj-$(CONFIG_MTK_V4L2_IMGSENSOR) += imgsensor-glue.o,kernel_modules/mtkcam/imgsensor/src-v4l2/imgsensor-glue/imgsensor-glue.c,,,
industrialio_triggered_buffer,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
iommu_debug,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/iommu/Makefile:20:obj-$(CONFIG_MTK_IOMMU_MISC_DBG)    += iommu_debug.o,device_modules/drivers/misc/mediatek/iommu/iommu_debug.c,,,device_modules/drivers/misc/mediatek/iommu/iommu_debug.c
iommu_secure,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/iommu/Makefile:21:obj-$(CONFIG_MTK_IOMMU_MISC_SECURE) += iommu_secure.o,device_modules/drivers/misc/mediatek/iommu/iommu_secure.c,,,device_modules/drivers/misc/mediatek/iommu/iommu_secure.c
iommu_test,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/iommu/Makefile:22:obj-$(CONFIG_MTK_IOMMU_MISC_TEST)   += iommu_test.o,device_modules/drivers/misc/mediatek/iommu/iommu_test.c,,,device_modules/drivers/misc/mediatek/iommu/iommu_test.c
irq_dbg,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/sda/Makefile:7:obj-$(CONFIG_MTK_IRQ_DBG) += irq-dbg.o,device_modules/drivers/misc/mediatek/sda/irq-dbg.c,,,
kfifo_buf,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
kheaders,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
l2tp_core,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
l2tp_ppp,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
last_bus,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/sda/Makefile:11:obj-$(CONFIG_MTK_LAST_BUS) += last_bus.o,device_modules/drivers/misc/mediatek/sda/last_bus.c,,,device_modules/drivers/misc/mediatek/sda/last_bus.c
leds_mtk,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/leds/Makefile:9:obj-$(CONFIG_LEDS_MTK)			+= leds-mtk.o,device_modules/drivers/leds/leds-mtk.c,,,
leds_mtk_disp,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/leds/Makefile:11:obj-$(CONFIG_LEDS_MTK_DISP)		+= leds-mtk-disp.o,device_modules/drivers/leds/leds-mtk-disp.c,,,
leds_rgb_aw2013,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
libarc4,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
load_track,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/performance/load_track/Makefile:17:obj-$(CONFIG_MTK_LOAD_TRACKER) += load_track.o,device_modules/drivers/misc/mediatek/performance/load_track/load_track.c,,,device_modules/drivers/misc/mediatek/performance/load_track/load_track.c
log_store,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/log_store/Makefile:16:obj-$(CONFIG_MTK_DRAM_LOG_STORE) += log_store.o,device_modules/drivers/misc/mediatek/log_store/log_store.c,,,device_modules/drivers/misc/mediatek/log_store/log_store.c
lpm_gov_MHSP,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mac80211,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mac802154,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
main2_vcm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main2_vcm/Makefile:5:obj-$(CONFIG_MTK_V4L2_LENS) += main2_vcm.o,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main2_vcm/main2_vcm.c,,,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main2_vcm/main2_vcm.c
main3_vcm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main3_vcm/Makefile:5:obj-$(CONFIG_MTK_V4L2_LENS) += main3_vcm.o,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main3_vcm/main3_vcm.c,,,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main3_vcm/main3_vcm.c
main4_vcm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main4_vcm/Makefile:5:obj-$(CONFIG_MTK_V4L2_LENS) += main4_vcm.o,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main4_vcm/main4_vcm.c,,,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main4_vcm/main4_vcm.c
main_vcm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main_vcm/Makefile:5:obj-$(CONFIG_MTK_V4L2_LENS) += main_vcm.o,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main_vcm/main_vcm.c,,,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main_vcm/main_vcm.c
mali_dmabuf_test_mt6878_r44,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mali_kbase_mt6878_r44,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mali_mgm_mt6878_r44,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mali_prot_alloc_mt6878_r44,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mcupm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/misc/mediatek/mcupm/v2/Makefile:1:obj-$(CONFIG_MTK_TINYSYS_MCUPM_SUPPORT) += mcupm.o,,,,
md_cooling_all,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/thermal/mediatek/Makefile:15:obj-$(CONFIG_MTK_MD_THERMAL)	+= md_cooling_all.o,,,,
mddp,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/mddp/Makefile:1:obj-$(CONFIG_MTK_MDDP_SUPPORT) += mddp.o,kernel_modules/connectivity/wlan/core/gen4m/mgmt/mddp.c,,,kernel_modules/connectivity/wlan/core/gen4m/mgmt/mddp.c
mdp_drv_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,1,0,device_modules/drivers/misc/mediatek/mdp/Makefile:60:obj-$(CONFIG_MTK_MDP) += mdp_drv_mt6878.o,,,,
mediatek_cpufreq_hw,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/cpufreq/Makefile:6:obj-$(CONFIG_DEVICE_MODULES_ARM_MEDIATEK_CPUFREQ_HW) += mediatek-cpufreq-hw.o,,,,
mediatek_drm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,2,0,0,0,device_modules/drivers/gpu/drm/mediatek/Makefile:28:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mediatek-drm.o || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/Makefile:96:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mediatek-drm.o,,,,
mediatek_drm_gateic,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/gpu/drm/panel/Makefile:91:obj-$(CONFIG_DRM_MEDIATEK_PANEL) += mediatek-drm-gateic.o,,,,
mediatek_drm_panel_drv,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/gpu/drm/panel/Makefile:92:obj-$(CONFIG_DRM_MEDIATEK_PANEL) += mediatek-drm-panel-drv.o,,,,
